no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
4,Graduate,Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,1,2.0,37300000,0.3699731903485255
0,Not Graduate,Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,0,3.627906976744186,22200000,0.7027027027027027
3,Not Graduate,Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,1,2.929411764705882,52600000,0.47338403041825095
4,Not Graduate,No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,1,2.0232558139534884,51300000,0.3391812865497076
3,Graduate,No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,1,2.2063492063492065,56800000,0.24471830985915494
3,Not Graduate,Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,0,2.3448275862068964,30700000,0.44299674267100975
3,Graduate,Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,0,2.3,4900000,0.46938775510204084
0,Not Graduate,Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,1,3.176470588235294,9400000,0.574468085106383
2,Not Graduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,1,2.6875,18000000,0.4777777777777778
0,Graduate,Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,0,2.2133333333333334,66100000,0.25113464447806355
1,Not Graduate,Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,1,3.3,10300000,0.6407766990291263
3,Not Graduate,No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,0,2.1648351648351647,56600000,0.3480565371024735
4,Graduate,Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,1,2.3452380952380953,55000000,0.35818181818181816
4,Graduate,No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,1,3.8309859154929575,36700000,0.7411444141689373
2,Not Graduate,No,200000,800000,6,338,100000,0,400000,100000,0,4.0,600000,1.3333333333333333
0,Not Graduate,Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,1,2.98,33200000,0.44879518072289154
0,Not Graduate,Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,1,3.7555555555555555,33100000,0.5105740181268882
2,Not Graduate,Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,1,3.8627450980392157,23600000,0.8347457627118644
3,Graduate,Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,0,2.5853658536585367,28100000,0.37722419928825623
1,Not Graduate,No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,1,2.0833333333333335,43100000,0.3480278422273782
3,Not Graduate,No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,0,2.269230769230769,51000000,0.34705882352941175
3,Graduate,Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,1,3.3733333333333335,53000000,0.47735849056603774
3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,1,3.28125,39700000,0.5289672544080605
4,Graduate,No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,1,3.6714285714285713,71000000,0.3619718309859155
4,Not Graduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,1,3.4555555555555557,48000000,0.6479166666666667
2,Not Graduate,Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,1,3.159090909090909,37600000,0.3696808510638298
2,Not Graduate,No,900000,2000000,14,337,1700000,0,2100000,600000,0,2.2222222222222223,4400000,0.45454545454545453
1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,1,2.7448979591836733,67100000,0.4008941877794337
4,Not Graduate,No,600000,1600000,6,784,300000,100000,1900000,500000,1,2.6666666666666665,2800000,0.5714285714285714
5,Graduate,Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,0,3.1030927835051547,65400000,0.4602446483180428
2,Graduate,Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,0,3.880952380952381,44100000,0.7392290249433107
1,Graduate,No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,1,3.0,54300000,0.4585635359116022
4,Graduate,No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,0,3.7848101265822787,60700000,0.4925864909390445
1,Not Graduate,No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,1,3.011627906976744,63500000,0.4078740157480315
5,Not Graduate,Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,1,2.626865671641791,38000000,0.4631578947368421
0,Graduate,No,2700000,7400000,10,778,6800000,800000,5600000,2800000,1,2.740740740740741,16000000,0.4625
0,Not Graduate,No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,1,3.878787878787879,55500000,0.46126126126126127
1,Graduate,Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,0,2.9295774647887325,50400000,0.4126984126984127
5,Graduate,Yes,300000,700000,10,586,0,400000,1000000,100000,1,2.3333333333333335,1500000,0.4666666666666667
2,Graduate,No,2200000,7000000,6,777,6100000,400000,4400000,3300000,1,3.1818181818181817,14200000,0.49295774647887325
1,Graduate,Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,0,3.6436781609195403,54400000,0.5827205882352942
4,Graduate,No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,1,3.2083333333333335,36900000,0.6260162601626016
0,Not Graduate,No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,0,2.4,10700000,0.4485981308411215
4,Graduate,Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,0,3.244186046511628,69900000,0.39914163090128757
2,Graduate,Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,0,2.347826086956522,14000000,0.38571428571428573
2,Not Graduate,Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,0,3.1041666666666665,74000000,0.4027027027027027
2,Graduate,Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,1,3.4210526315789473,9400000,0.6914893617021277
1,Graduate,No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,1,3.0,16700000,0.3772455089820359
1,Not Graduate,Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,1,2.230769230769231,16200000,0.5370370370370371
5,Not Graduate,Yes,200000,300000,10,704,500000,100000,800000,200000,1,1.5,1600000,0.1875
1,Not Graduate,Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,1,2.3684210526315788,8800000,0.5113636363636364
0,Not Graduate,Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,1,3.625,16100000,0.7204968944099379
0,Not Graduate,No,1100000,4300000,18,828,700000,800000,2900000,900000,1,3.909090909090909,5300000,0.8113207547169812
5,Graduate,Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,1,2.6875,57900000,0.37132987910189985
4,Graduate,Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,1,3.557377049180328,34500000,0.6289855072463768
5,Graduate,No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,1,3.3125,25100000,0.42231075697211157
4,Graduate,Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,0,3.3777777777777778,72000000,0.4222222222222222
0,Not Graduate,Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,1,2.6666666666666665,6800000,0.47058823529411764
3,Graduate,No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,1,3.4177215189873418,64600000,0.4179566563467492
3,Graduate,Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,1,3.0,40100000,0.5760598503740648
2,Not Graduate,No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,1,3.75,31000000,0.532258064516129
1,Not Graduate,No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,1,3.6129032258064515,21900000,0.5114155251141552
5,Not Graduate,Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,1,3.576923076923077,17700000,0.5254237288135594
4,Graduate,No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,1,3.9454545454545453,32000000,0.678125
1,Graduate,No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,0,2.719298245614035,47100000,0.32908704883227174
5,Graduate,No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,0,3.3934426229508197,34200000,0.6052631578947368
2,Graduate,No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,1,2.7439024390243905,64500000,0.3488372093023256
1,Graduate,No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,0,3.533333333333333,49200000,0.43089430894308944
1,Graduate,Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,1,3.825,66800000,0.45808383233532934
4,Not Graduate,No,2000000,4800000,8,302,1500000,800000,4000000,2600000,0,2.4,8900000,0.5393258426966292
5,Graduate,Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,1,2.230769230769231,7800000,0.3717948717948718
1,Graduate,No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,1,3.8714285714285714,45300000,0.5982339955849889
3,Graduate,No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,0,3.731707317073171,22800000,0.6710526315789473
3,Graduate,No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,1,3.275,49100000,0.5336048879837068
4,Not Graduate,No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,1,3.45679012345679,51600000,0.5426356589147286
4,Graduate,Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,0,2.3789473684210525,47400000,0.4767932489451477
0,Graduate,No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,0,2.4456521739130435,70800000,0.3177966101694915
2,Graduate,No,3900000,14700000,16,360,2600000,200000,8300000,2900000,0,3.769230769230769,14000000,1.05
1,Graduate,No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,1,2.879120879120879,64600000,0.4055727554179567
3,Graduate,Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,1,2.7666666666666666,23400000,0.3547008547008547
4,Graduate,No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,0,2.15,14600000,0.2945205479452055
5,Graduate,No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,0,2.3174603174603177,51700000,0.28239845261121854
3,Not Graduate,Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,0,2.658536585365854,31500000,0.346031746031746
0,Not Graduate,No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,1,3.0,57900000,0.5077720207253886
2,Graduate,No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,1,2.9615384615384617,24700000,0.6234817813765182
3,Graduate,No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,1,3.776315789473684,71300000,0.40252454417952316
3,Not Graduate,No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,1,3.858695652173913,54400000,0.6525735294117647
5,Not Graduate,No,2200000,8100000,4,409,300000,0,4900000,2400000,0,3.6818181818181817,7600000,1.0657894736842106
2,Not Graduate,Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,0,2.4819277108433737,40900000,0.5036674816625917
3,Graduate,Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,0,3.540983606557377,31300000,0.6900958466453674
2,Graduate,No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,1,3.688888888888889,29900000,0.5551839464882943
3,Not Graduate,No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,1,2.8484848484848486,46600000,0.4034334763948498
4,Not Graduate,No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,1,3.9213483146067416,47900000,0.7286012526096033
4,Graduate,Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,0,3.41025641025641,27300000,0.48717948717948717
3,Graduate,Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,0,3.9775280898876404,62300000,0.5682182985553772
5,Not Graduate,No,6400000,22300000,12,776,500000,9100000,24100000,5800000,1,3.484375,39500000,0.5645569620253165
1,Not Graduate,Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,0,3.0210526315789474,67900000,0.422680412371134
3,Graduate,Yes,300000,1000000,8,641,700000,200000,1100000,200000,1,3.3333333333333335,2200000,0.45454545454545453
5,Not Graduate,No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,1,3.0,34600000,0.3554913294797688
2,Graduate,No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,1,2.567901234567901,46900000,0.44349680170575695
4,Graduate,No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,1,2.8686868686868685,78000000,0.3641025641025641
0,Not Graduate,No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,1,3.9583333333333335,28400000,0.6690140845070423
0,Graduate,Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,1,3.3448275862068964,21300000,0.45539906103286387
1,Not Graduate,Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,1,3.857142857142857,28000000,0.48214285714285715
1,Not Graduate,Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,1,2.5714285714285716,34700000,0.3631123919308357
2,Not Graduate,Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,0,2.607843137254902,35700000,0.37254901960784315
5,Graduate,No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,1,3.589041095890411,50700000,0.5167652859960552
0,Graduate,Yes,200000,300000,18,520,100000,300000,600000,100000,0,1.5,1100000,0.2727272727272727
2,Graduate,No,1400000,4700000,4,355,2100000,600000,4400000,1400000,1,3.357142857142857,8500000,0.5529411764705883
3,Graduate,Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0,3.8620689655172415,45600000,0.7368421052631579
1,Not Graduate,Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,1,2.107142857142857,15900000,0.3710691823899371
3,Graduate,Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,1,3.3076923076923075,64800000,0.4645061728395062
0,Not Graduate,Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,1,2.25,44700000,0.3422818791946309
0,Not Graduate,Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,1,3.4,34200000,0.49707602339181284
0,Graduate,Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,1,3.8181818181818183,33400000,0.5029940119760479
5,Not Graduate,Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,1,2.2142857142857144,47900000,0.3883089770354906
4,Graduate,No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,0,2.217948717948718,48200000,0.35892116182572614
4,Graduate,Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,1,2.0625,36000000,0.275
1,Graduate,No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,0,2.75,17700000,0.4971751412429379
5,Graduate,Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,1,2.9130434782608696,20800000,0.32211538461538464
5,Not Graduate,Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,0,3.0543478260869565,69500000,0.40431654676258993
2,Not Graduate,Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,0,2.9148936170212765,29400000,0.46598639455782315
0,Not Graduate,Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,1,3.8,54900000,0.5537340619307832
1,Graduate,Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,1,3.3076923076923075,12800000,0.671875
3,Not Graduate,No,200000,800000,20,730,0,300000,400000,300000,1,4.0,1000000,0.8
5,Graduate,No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0,2.356164383561644,42600000,0.40375586854460094
4,Not Graduate,No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,1,3.5757575757575757,25300000,0.466403162055336
4,Not Graduate,No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,0,2.8072289156626504,57000000,0.4087719298245614
5,Not Graduate,Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,0,2.341463414634146,28200000,0.3404255319148936
1,Not Graduate,No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,1,3.2465753424657535,47300000,0.5010570824524313
1,Not Graduate,No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,0,2.956989247311828,62100000,0.4428341384863124
2,Graduate,Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,1,3.5348837209302326,23000000,0.6608695652173913
3,Not Graduate,No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,1,3.1153846153846154,16000000,0.50625
5,Graduate,No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,1,3.3793103448275863,17900000,0.547486033519553
2,Graduate,Yes,900000,3500000,6,763,2300000,300000,2000000,600000,1,3.888888888888889,5200000,0.6730769230769231
3,Not Graduate,Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,1,3.5714285714285716,40400000,0.43316831683168316
0,Graduate,No,7700000,24800000,10,642,16800000,10700000,27400000,4500000,1,3.220779220779221,59400000,0.4175084175084175
1,Graduate,No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,1,3.574468085106383,32700000,0.5137614678899083
5,Not Graduate,No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,1,2.966666666666667,17000000,0.5235294117647059
4,Not Graduate,No,9700000,26200000,4,518,26200000,0,22500000,14000000,0,2.7010309278350517,62700000,0.4178628389154705
0,Graduate,Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,0,3.8840579710144927,38300000,0.6997389033942559
2,Not Graduate,Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,0,3.263157894736842,16700000,0.7425149700598802
3,Not Graduate,Yes,600000,1700000,14,521,0,1000000,1700000,600000,0,2.8333333333333335,3300000,0.5151515151515151
2,Not Graduate,Yes,1200000,2900000,12,330,400000,1600000,3800000,600000,0,2.4166666666666665,6400000,0.453125
4,Not Graduate,Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000,1,3.4358974358974357,44100000,0.6077097505668935
0,Not Graduate,No,9000000,35100000,6,898,500000,16200000,20700000,9100000,1,3.9,46500000,0.7548387096774194
1,Not Graduate,No,2800000,9100000,12,436,3600000,500000,7800000,3600000,0,3.25,15500000,0.5870967741935483
1,Not Graduate,No,7800000,21300000,10,326,22800000,10700000,18500000,4500000,0,2.730769230769231,56500000,0.3769911504424779
4,Graduate,Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,1,2.021276595744681,40500000,0.2345679012345679
2,Graduate,No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,1,3.8043478260869565,35700000,0.49019607843137253
4,Graduate,No,5100000,16100000,14,436,11400000,2700000,13100000,6700000,0,3.156862745098039,33900000,0.4749262536873156
3,Not Graduate,Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,1,3.737704918032787,49700000,0.45875251509054327
0,Not Graduate,No,6000000,22900000,16,302,12200000,6500000,17700000,7100000,0,3.816666666666667,43500000,0.5264367816091954
2,Not Graduate,No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,0,2.761904761904762,47900000,0.48434237995824636
2,Graduate,No,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0,2.3655913978494625,50400000,0.4365079365079365
0,Graduate,No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,0,2.4523809523809526,32200000,0.3198757763975155
3,Graduate,No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,0,3.9375,58400000,0.6472602739726028
3,Graduate,No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,1,2.392857142857143,42900000,0.3123543123543124
4,Graduate,No,7800000,28600000,2,703,500000,12400000,29500000,10500000,1,3.6666666666666665,52900000,0.5406427221172023
2,Graduate,Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,1,2.8,31500000,0.4
3,Graduate,No,2400000,5900000,2,425,1100000,500000,7400000,2500000,0,2.4583333333333335,11500000,0.5130434782608696
0,Not Graduate,No,3900000,11300000,12,305,5000000,5900000,8800000,2100000,0,2.8974358974358974,21800000,0.518348623853211
5,Graduate,Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0,2.1458333333333335,61600000,0.3344155844155844
4,Not Graduate,No,900000,2600000,2,602,600000,800000,3200000,1000000,1,2.888888888888889,5600000,0.4642857142857143
3,Graduate,Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,1,3.4545454545454546,7200000,0.5277777777777778
4,Not Graduate,No,6400000,24900000,2,640,10000000,5700000,18700000,6300000,1,3.890625,40700000,0.6117936117936118
2,Graduate,No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,1,3.260869565217391,29200000,0.5136986301369864
4,Graduate,No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,0,3.9210526315789473,40800000,0.7303921568627451
5,Not Graduate,No,6800000,20100000,14,839,1900000,600000,15600000,7500000,1,2.9558823529411766,25600000,0.78515625
5,Graduate,No,7100000,27000000,20,592,5100000,9600000,20200000,7600000,1,3.8028169014084505,42500000,0.6352941176470588
4,Not Graduate,Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,0,3.6865671641791047,40800000,0.6053921568627451
5,Not Graduate,Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1,2.1379310344827585,35800000,0.3463687150837989
0,Graduate,Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000,1,3.4186046511627906,60400000,0.4867549668874172
0,Graduate,Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1,3.0285714285714285,24700000,0.4291497975708502
2,Graduate,Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000,0,3.6458333333333335,27700000,0.631768953068592
5,Graduate,Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0,2.360655737704918,41400000,0.34782608695652173
5,Graduate,Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,1,2.4423076923076925,37100000,0.3423180592991914
5,Not Graduate,Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000,0,3.024390243902439,25500000,0.48627450980392156
5,Not Graduate,No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,1,2.3125,18900000,0.3915343915343915
3,Not Graduate,Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,1,2.88,52200000,0.41379310344827586
2,Not Graduate,Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1,3.0,11100000,0.40540540540540543
4,Graduate,Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0,2.5833333333333335,8600000,0.36046511627906974
1,Graduate,Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0,2.3452380952380953,85100000,0.23149236192714454
0,Not Graduate,Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1,3.329113924050633,44000000,0.5977272727272728
1,Graduate,Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,1,2.0476190476190474,12200000,0.3524590163934426
2,Graduate,No,2500000,7000000,20,547,800000,1200000,5200000,2300000,0,2.8,9500000,0.7368421052631579
2,Not Graduate,Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000,1,3.7567567567567566,23700000,0.5864978902953587
5,Graduate,No,1100000,4000000,16,498,400000,100000,2300000,700000,0,3.6363636363636362,3500000,1.1428571428571428
5,Graduate,No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,1,3.8153846153846156,41100000,0.6034063260340633
0,Not Graduate,Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0,3.841463414634146,45400000,0.6938325991189427
2,Not Graduate,No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1,2.48,35600000,0.34831460674157305
1,Not Graduate,No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0,4.0,12000000,0.5
5,Not Graduate,No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0,2.4594594594594597,17500000,0.52
3,Graduate,Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1,3.5609756097560976,29200000,0.5
2,Not Graduate,No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1,2.3333333333333335,36900000,0.45528455284552843
1,Graduate,No,2000000,5000000,6,876,500000,2900000,5800000,1500000,1,2.5,10700000,0.4672897196261682
3,Not Graduate,No,2000000,4700000,14,673,800000,3400000,5900000,1500000,1,2.35,11600000,0.4051724137931034
1,Graduate,Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1,2.2549019607843137,35000000,0.32857142857142857
1,Not Graduate,No,6000000,13600000,12,589,9000000,300000,12600000,7100000,1,2.2666666666666666,29000000,0.4689655172413793
1,Graduate,No,4900000,18100000,8,382,13600000,400000,15500000,2400000,0,3.693877551020408,31900000,0.567398119122257
3,Not Graduate,Yes,900000,2300000,12,900,1300000,0,3300000,1100000,1,2.5555555555555554,5700000,0.40350877192982454
1,Graduate,Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1,3.3333333333333335,32100000,0.778816199376947
2,Graduate,No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1,3.90625,49900000,0.501002004008016
2,Graduate,Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1,3.0344827586206895,50000000,0.528
4,Graduate,Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000,1,2.356164383561644,51000000,0.33725490196078434
5,Graduate,No,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1,3.6621621621621623,69000000,0.3927536231884058
2,Graduate,No,2700000,9300000,16,656,7700000,2500000,6400000,3600000,1,3.4444444444444446,20200000,0.4603960396039604
3,Graduate,No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1,2.6176470588235294,23400000,0.3803418803418803
3,Not Graduate,Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1,3.5238095238095237,14500000,0.5103448275862069
2,Not Graduate,No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1,3.3870967741935485,22000000,0.4772727272727273
5,Not Graduate,No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1,3.702127659574468,33700000,0.516320474777448
5,Graduate,No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1,3.3870967741935485,23600000,0.4449152542372881
2,Not Graduate,No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1,3.5789473684210527,31600000,0.6455696202531646
3,Graduate,Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0,3.4782608695652173,17200000,0.46511627906976744
0,Not Graduate,Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1,2.803030303030303,47200000,0.3919491525423729
2,Graduate,Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0,2.3703703703703702,17600000,0.36363636363636365
1,Not Graduate,Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000,1,3.5,7600000,0.3684210526315789
1,Graduate,No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1,2.803030303030303,37500000,0.49333333333333335
3,Graduate,No,3900000,10700000,6,790,10600000,1900000,12500000,2700000,1,2.7435897435897436,27700000,0.3862815884476534
5,Not Graduate,No,200000,600000,16,396,0,0,500000,200000,0,3.0,700000,0.8571428571428571
3,Graduate,No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1,2.1,11100000,0.3783783783783784
2,Graduate,Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000,1,2.2967032967032965,47800000,0.4372384937238494
3,Graduate,No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0,2.297872340425532,34800000,0.3103448275862069
3,Not Graduate,Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,1,3.46875,24200000,0.45867768595041325
2,Not Graduate,No,1700000,4200000,14,829,200000,1600000,4600000,1600000,1,2.4705882352941178,8000000,0.525
1,Not Graduate,No,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1,3.1153846153846154,18400000,0.44021739130434784
3,Not Graduate,Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1,2.4814814814814814,14600000,0.4589041095890411
0,Not Graduate,Yes,3600000,13400000,6,589,3600000,0,11200000,4000000,1,3.7222222222222223,18800000,0.7127659574468085
